N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Soil_pH_Bin,Altitude_Bin,Recommended_Crop
31,21,40,5.65,18.92,3,1.45,2.21,16.35,42.92,903.03,8.62,8.07,2,339,0,0,197.9,0,0,Maize
21,36,21,5.39,35.01,2,1.19,2.82,18.7,72.76,2812.78,4.11,17.87,0,168,2,0,349.76,0,0,Potato
38,86,22,7.81,19.59,2,0.61,1.61,12.54,43.78,481.24,5.61,2.56,1,1926,2,3,134.48,1,2,Wheat
47,29,56,7.81,52.3,2,0.96,2.75,12.61,50.94,2594.06,6.26,18.56,4,769,1,3,328.14,1,0,Wheat
123,68,102,7.54,40.02,2,0.76,2.57,28.71,84.14,1676.17,9.66,18.63,2,1466,0,3,317.88,1,1,Rice
104,26,19,4.94,56.94,1,1.35,1.06,16.86,53.96,1880.71,8.98,13.15,3,2162,1,2,328.63,0,2,Sugarcane
87,23,96,7.7,20.64,2,1.09,2.89,15.25,39.26,2914.8,10.88,16.68,1,1584,2,2,186.92,1,1,Wheat
83,65,62,6.61,37.95,3,1.33,1.98,14.16,83.02,983.13,5.37,16.46,3,1483,0,1,263.65,2,1,Wheat
88,67,16,6.84,23.26,2,0.7,1.84,31.05,33.6,1315.98,4.97,4.95,4,2453,2,3,320.84,2,2,Maize
156,12,111,8.26,39.38,2,0.85,2.19,29.98,69.59,1493.83,8.01,7.34,2,1083,1,1,270.86,1,1,Sugarcane
56,45,76,6.41,14.43,0,0.87,2.7,37.41,37.73,2129.68,5.48,1.79,0,1365,1,2,138.97,2,1,Rice
40,72,82,7.26,40.51,1,0.63,0.83,24.08,77.88,2780.41,6.14,14.24,0,978,0,1,273.16,1,1,Rice
36,46,62,7.25,20.73,2,0.32,1.18,30.67,72.01,1525.27,4.57,18.79,3,1347,1,0,136.39,1,1,Rice
143,46,13,6.13,18.18,1,1.33,0.79,15.14,60.92,2400.79,6.81,6.27,2,2476,2,3,76.86,2,2,Wheat
30,56,105,5.29,37.59,1,0.43,1.47,29.22,33.0,456.06,10.98,7.14,0,1247,1,1,166.46,0,1,Millet
55,80,91,5.04,18.56,0,1.15,2.96,15.21,58.99,548.93,11.03,9.75,2,1764,2,0,220.23,0,2,Rice
49,25,34,7.07,59.82,2,0.53,2.68,23.31,36.97,1225.21,4.87,17.87,1,1417,2,0,93.44,1,1,Pulses
135,72,70,5.72,45.76,2,0.39,0.19,19.29,33.82,1967.31,10.72,15.45,1,283,1,2,203.16,0,0,Sugarcane
152,88,25,5.22,41.65,2,0.92,1.82,25.26,34.46,2542.34,8.06,10.98,3,482,0,1,248.87,0,0,Rice
90,24,67,5.56,14.33,2,1.03,1.56,25.84,57.76,1650.99,5.08,19.33,1,442,0,1,239.96,0,0,Rice
128,58,58,7.04,22.96,0,0.61,1.57,31.41,34.15,1613.34,9.42,17.77,4,459,2,2,151.22,1,0,Rice
21,88,103,7.09,41.71,1,0.94,2.01,35.41,83.33,444.72,6.56,13.16,4,1433,2,3,221.07,1,1,Millet
108,47,107,6.56,55.23,2,0.98,1.08,23.97,62.66,2000.15,7.09,14.67,3,1320,0,1,140.42,2,1,Rice
72,70,86,4.85,36.41,3,0.91,1.91,38.89,87.49,2666.98,5.86,2.32,0,703,0,2,152.07,0,0,Rice
92,46,104,5.75,18.91,3,0.34,2.51,25.83,63.33,627.34,10.6,1.41,4,847,2,1,219.13,0,1,Millet
126,38,31,5.84,34.5,0,0.91,0.43,18.17,85.0,2518.55,8.4,3.86,4,1113,2,2,54.42,0,1,Sugarcane
144,14,66,5.74,10.56,1,0.69,2.47,30.88,62.56,1972.93,7.71,6.05,4,2458,1,2,307.24,0,2,Rice
144,60,54,6.69,51.79,0,1.32,2.82,35.12,82.61,2210.28,11.21,6.32,0,420,2,1,53.53,2,0,Rice
58,64,82,7.27,49.84,1,0.8,0.89,29.13,85.23,875.76,8.2,16.9,4,1512,2,2,153.6,1,1,Cotton
115,56,36,7.33,36.75,1,0.96,0.94,27.71,43.19,1393.08,6.7,7.21,4,384,2,3,256.16,1,0,Sugarcane
40,40,51,6.88,21.61,1,0.43,2.53,33.85,65.51,587.24,6.69,10.56,0,1864,1,0,177.74,2,2,Millet
85,64,17,5.86,48.92,2,0.55,2.31,21.88,75.99,569.91,7.7,19.11,0,1427,2,3,92.95,0,1,Cotton
74,72,116,5.2,36.34,3,0.83,1.02,18.46,61.65,433.68,6.82,11.26,3,1493,0,3,85.95,0,1,Maize
139,80,44,7.24,48.99,2,0.75,2.44,38.17,38.39,1635.24,9.34,17.03,0,338,1,2,214.36,1,0,Rice
58,77,14,4.55,53.04,2,1.06,0.36,33.11,65.66,2273.89,9.96,8.17,4,237,2,0,60.13,0,0,Rice
33,24,42,7.84,37.02,1,1.15,0.8,29.64,76.55,1843.03,5.22,7.51,0,548,1,0,233.76,1,0,Rice
147,58,62,7.99,26.36,2,0.23,1.8,17.3,88.86,962.1,6.68,19.66,3,239,0,3,195.55,1,0,Wheat
34,66,10,5.25,59.28,0,1.31,2.22,32.63,88.24,962.16,7.38,16.31,2,480,0,0,163.8,0,0,Sugarcane
114,18,58,4.71,53.01,3,0.66,0.79,17.28,42.33,1585.98,11.18,2.52,0,1793,2,0,271.86,0,2,Sugarcane
83,61,51,4.66,27.93,2,0.99,1.85,30.3,32.34,247.6,7.82,13.13,3,1664,2,3,134.35,0,1,Millet
121,62,84,7.61,28.58,2,0.76,2.03,30.16,70.99,2275.53,11.0,2.76,2,960,2,0,345.11,1,1,Rice
84,38,112,5.1,35.14,3,1.19,1.15,11.65,74.19,561.09,11.66,8.61,1,1399,2,0,176.11,0,1,Barley
36,75,109,7.7,35.09,0,0.82,0.19,18.28,30.28,1206.38,6.56,13.58,4,2124,1,0,290.23,1,2,Wheat
86,36,58,5.32,28.96,3,0.93,1.75,12.9,82.85,2277.26,9.17,11.68,1,1442,1,1,337.98,0,1,Potato
82,81,96,6.68,33.38,3,0.21,2.59,31.57,80.42,2713.79,7.98,18.48,3,1417,1,1,109.44,2,1,Rice
41,19,41,7.45,22.93,3,0.43,2.2,23.88,82.62,2675.41,10.56,13.85,1,318,2,3,277.25,1,0,Rice
119,19,39,5.37,22.69,2,1.2,2.43,36.58,86.78,1027.69,8.56,7.08,2,1106,1,1,70.77,0,1,Sugarcane
137,15,41,5.32,37.99,3,1.11,1.68,12.16,39.56,835.0,6.21,18.36,3,72,0,1,110.7,0,0,Cotton
54,85,93,8.45,15.01,1,0.52,0.39,10.16,33.54,2016.5,4.03,14.47,1,1359,2,1,78.85,1,1,Wheat
109,53,44,6.17,42.83,1,0.64,2.95,35.97,30.38,499.81,10.35,16.78,0,27,0,0,250.26,2,0,Millet
39,28,90,7.6,46.54,0,0.82,2.67,11.23,33.69,2155.55,10.31,7.94,0,1388,2,3,166.14,1,1,Wheat
97,76,24,4.99,12.49,3,0.91,2.87,11.88,30.13,2853.24,7.86,19.72,4,1479,1,3,154.82,0,1,Barley
78,36,113,5.28,45.44,0,0.44,2.2,22.27,78.76,1977.26,6.76,1.3,1,547,0,2,173.16,0,0,Rice
139,38,110,5.58,22.25,0,0.67,1.96,25.5,70.16,1880.38,11.36,11.0,2,819,2,3,178.68,0,0,Rice
22,71,41,7.77,56.8,3,0.27,1.9,21.76,63.37,1387.46,7.23,9.37,2,2214,0,0,238.63,1,2,Rice
45,62,111,5.28,49.11,1,1.37,0.87,29.33,31.83,2796.48,6.56,17.95,3,1863,1,1,189.88,0,2,Rice
125,53,83,5.15,26.05,3,1.11,0.56,30.56,35.22,269.06,11.0,5.13,4,1875,2,1,273.8,0,2,Millet
110,56,37,5.7,53.71,0,0.97,2.39,32.02,86.0,1323.91,5.32,2.38,4,944,0,1,296.99,0,1,Sugarcane
112,32,97,6.37,29.68,1,0.57,2.91,25.94,58.34,1480.73,8.9,12.95,4,1128,2,1,284.65,2,1,Sugarcane
102,16,76,7.53,18.34,1,1.27,1.09,20.64,86.38,1059.52,6.32,11.1,3,894,0,1,290.55,1,1,Sugarcane
107,43,54,5.39,13.8,0,0.26,2.01,29.87,48.63,1153.75,7.32,19.65,4,169,0,0,242.66,0,0,Sugarcane
24,69,78,8.11,25.83,0,1.12,1.41,38.58,65.29,1794.12,9.68,1.01,0,934,2,1,55.11,1,1,Rice
102,53,117,6.71,15.37,2,0.94,1.03,28.19,32.14,2125.9,8.03,2.59,3,1587,0,3,174.1,2,1,Rice
148,41,33,7.07,50.51,0,1.3,2.47,23.17,50.5,940.07,5.79,7.11,0,31,1,0,298.23,1,0,Barley
97,79,90,5.17,35.46,0,1.35,2.94,21.0,63.28,1195.96,4.06,2.15,3,2064,1,3,292.15,0,2,Potato
66,66,98,5.47,28.81,1,0.88,1.26,20.46,55.24,616.11,4.34,1.85,3,2346,0,3,341.59,0,2,Wheat
110,46,15,5.27,18.88,2,0.31,1.25,37.03,77.59,1689.49,10.95,6.11,2,1036,0,2,161.72,0,1,Rice
61,63,89,8.0,57.88,3,0.52,0.55,11.58,79.6,2882.79,5.96,18.69,1,1274,2,3,326.21,1,1,Wheat
159,77,35,6.09,26.74,3,0.52,2.51,33.77,52.19,760.04,10.9,14.66,0,2426,1,2,293.22,2,2,Millet
95,75,67,7.84,17.52,1,1.32,0.91,27.04,89.68,2495.29,10.39,3.89,0,724,1,0,340.3,1,0,Rice
84,47,18,5.41,37.77,0,0.73,2.55,23.17,72.53,2947.81,11.8,9.1,3,1989,2,0,69.77,0,2,Rice
94,86,21,5.3,15.69,3,1.04,1.11,21.89,78.76,368.55,5.06,15.35,0,2057,2,0,277.67,0,2,Wheat
92,53,115,4.57,22.99,1,0.65,1.05,26.02,59.91,1829.8,8.93,14.62,1,409,0,3,332.33,0,0,Rice
82,47,66,4.74,11.95,2,0.84,2.66,34.86,38.72,2740.08,8.22,3.07,0,1592,2,3,164.1,0,1,Rice
142,20,67,5.22,37.36,3,0.23,0.39,35.7,52.71,2261.62,4.81,19.62,4,1343,1,2,263.97,0,1,Rice
153,25,68,5.9,34.36,0,1.1,2.44,37.02,36.63,1725.7,5.8,9.82,1,1292,1,1,256.44,0,1,Rice
151,64,44,7.02,51.76,3,0.85,0.77,29.42,35.39,2092.68,9.51,4.38,4,119,2,0,328.94,1,0,Rice
63,70,76,7.57,31.48,0,0.52,1.57,17.73,73.95,1079.16,10.39,1.02,1,1127,2,1,82.29,1,1,Wheat
150,88,72,4.62,17.44,3,0.37,0.32,36.39,40.69,490.28,5.94,14.76,2,1619,1,2,157.24,0,1,Millet
98,46,30,7.29,38.78,1,0.5,0.41,38.03,86.64,1655.96,6.24,12.49,2,1988,1,3,239.32,1,2,Rice
80,60,89,4.67,41.54,1,1.13,0.38,23.31,61.28,2042.2,5.23,13.37,2,653,0,0,115.11,0,0,Rice
24,26,27,8.05,47.06,1,0.62,0.98,25.67,88.0,1086.3,4.97,3.88,2,929,0,3,126.4,1,1,Rice
112,83,13,5.81,32.09,2,0.89,1.47,27.59,86.23,2544.99,8.94,19.13,0,74,1,0,52.41,0,0,Rice
32,64,109,6.37,11.64,2,1.2,2.43,18.93,37.09,233.2,8.75,14.15,3,1237,1,1,162.27,2,1,Wheat
134,73,76,5.23,11.55,0,1.06,0.92,27.76,48.5,853.33,10.36,13.66,4,2454,2,3,99.18,0,2,Sugarcane
82,11,117,7.48,43.79,1,1.29,0.38,37.16,59.95,1807.53,9.33,12.86,2,200,0,1,182.0,1,0,Rice
78,42,101,4.62,39.64,3,0.27,1.07,12.36,32.2,770.35,11.59,2.8,2,483,2,1,70.56,0,0,Maize
61,28,34,7.42,43.93,2,0.32,2.42,22.87,79.03,1603.93,10.66,14.38,1,1315,0,0,295.1,1,1,Rice
60,55,89,7.69,40.37,1,1.17,0.37,31.47,30.02,1911.45,5.91,4.51,0,836,1,0,314.33,1,1,Rice
35,48,28,7.15,34.45,3,0.23,2.46,28.33,69.69,2585.0,9.11,11.5,2,1027,2,1,71.01,1,1,Rice
80,33,118,5.75,18.22,0,1.14,2.03,34.94,79.55,1893.0,9.68,1.25,3,196,0,3,84.5,0,0,Rice
79,19,65,7.3,41.64,2,0.63,1.62,36.39,38.29,1424.3,5.66,1.24,4,410,2,0,230.79,1,0,Barley
100,37,92,7.17,49.15,0,1.21,2.01,38.42,71.81,831.43,6.28,19.37,0,1448,0,0,173.66,1,1,Cotton
52,56,12,5.89,57.6,1,1.1,2.34,37.83,41.32,1912.27,7.2,5.12,4,2018,1,2,285.69,0,2,Rice
40,51,78,6.85,21.25,2,0.88,1.46,33.57,55.28,2520.02,11.84,4.55,3,215,1,0,276.37,2,0,Rice
131,51,83,5.97,56.05,1,1.39,0.14,20.07,35.05,2022.9,7.04,12.5,4,1640,2,0,85.61,0,1,Rice
150,80,56,6.29,57.73,3,0.8,0.24,16.02,54.66,1861.33,8.84,10.41,0,506,1,2,345.78,2,0,Wheat
151,14,62,5.48,13.92,1,0.92,1.11,16.12,35.98,1201.69,4.44,7.1,4,577,2,2,278.06,0,0,Sugarcane
144,22,10,4.73,13.49,3,1.41,0.89,10.98,79.56,1478.38,11.59,10.75,4,1852,1,3,333.24,0,2,Sugarcane
126,60,25,7.65,24.79,2,1.06,0.53,28.36,83.42,1291.32,6.08,9.0,4,122,0,3,335.37,1,0,Sugarcane
31,48,87,5.89,12.71,0,0.53,2.67,16.94,74.75,2631.43,9.97,5.48,2,56,0,0,293.23,0,0,Potato
138,17,85,4.82,13.75,1,0.9,1.73,14.61,85.42,2378.81,10.55,7.07,1,197,0,0,286.42,0,0,Sugarcane
70,14,106,8.2,13.03,3,1.11,0.21,38.57,63.3,2324.71,8.46,18.74,4,524,2,3,102.22,1,0,Rice
99,27,118,6.63,20.19,0,1.42,0.46,36.73,35.79,849.62,10.02,6.47,2,2220,2,3,186.92,2,2,Maize
60,86,24,7.5,49.21,1,1.22,0.35,34.19,78.72,311.53,8.55,13.85,0,2361,1,1,284.48,1,2,Millet
29,10,57,5.53,38.78,1,1.1,2.09,30.0,62.86,1850.51,4.55,9.94,3,2484,2,0,183.93,0,2,Rice
62,46,47,5.93,17.61,0,1.07,0.97,18.34,44.15,1076.37,5.2,2.46,3,1342,2,1,295.29,0,1,Barley
53,13,96,6.86,49.61,2,0.87,1.88,13.85,48.36,369.91,11.66,10.68,4,1489,0,0,264.52,2,1,Wheat
42,78,85,6.12,18.45,0,0.44,0.73,13.32,88.44,565.95,5.75,7.63,0,2017,1,1,300.23,2,2,Wheat
20,57,17,5.33,27.26,1,0.52,0.1,31.56,67.52,1580.5,10.88,11.61,0,1078,1,1,194.35,0,1,Rice
99,85,27,4.52,15.54,3,0.9,0.52,31.86,65.44,338.05,6.42,18.93,2,582,1,3,251.43,0,0,Millet
158,15,57,7.2,39.95,3,0.39,2.18,24.36,59.73,2840.85,4.17,2.36,0,200,0,2,145.06,1,0,Rice
27,77,33,4.74,44.97,3,0.25,1.27,13.03,82.3,609.2,6.26,10.67,3,1036,2,1,314.82,0,1,Barley
58,52,75,8.34,35.73,2,1.35,1.07,13.63,41.53,2244.82,4.8,9.1,1,941,2,2,160.52,1,1,Wheat
156,10,87,5.54,42.27,3,1.47,1.01,23.21,35.48,2014.8,4.84,12.06,2,468,0,2,291.86,0,0,Rice
71,54,62,7.58,11.41,2,0.97,2.97,11.71,71.36,1382.23,4.25,11.75,2,839,1,1,297.03,1,1,Wheat
91,32,99,5.94,34.67,0,0.52,1.46,20.46,50.32,2566.06,11.61,12.12,1,426,0,0,251.82,0,0,Rice
144,33,112,7.17,21.95,3,0.82,2.24,28.84,35.9,1315.89,8.04,5.69,1,594,0,2,164.54,1,0,Sugarcane
43,44,19,7.85,21.68,0,0.36,2.87,20.17,47.39,2180.36,4.37,8.79,2,1307,2,0,106.5,1,1,Rice
136,87,39,5.55,33.52,3,0.46,1.74,12.32,47.54,412.91,6.81,13.94,1,367,0,0,142.73,0,0,Millet
97,87,16,6.26,11.39,2,0.68,2.86,34.99,56.29,2747.42,5.39,6.78,1,146,0,0,259.36,2,0,Rice
136,44,84,4.73,33.81,3,0.35,2.6,19.98,73.28,482.87,9.14,17.53,3,1773,1,2,336.58,0,2,Barley
127,36,58,4.76,19.69,1,0.66,1.29,22.6,61.95,498.86,7.43,3.13,2,1296,2,2,332.81,0,1,Rice
137,62,60,6.28,47.67,0,0.45,0.59,39.25,68.19,2043.55,5.73,16.74,0,2146,2,2,84.83,2,2,Rice
121,19,93,6.84,11.88,3,1.04,1.54,20.58,52.46,1034.98,9.03,7.41,3,520,2,3,50.24,2,0,Sugarcane
82,69,67,4.63,27.55,2,1.24,2.93,21.22,54.05,645.11,8.29,18.84,4,2084,0,2,150.53,0,2,Cotton
21,32,24,7.99,11.64,1,1.02,2.54,14.35,50.69,1427.51,7.2,7.73,3,537,1,0,217.29,1,0,Wheat
20,75,86,5.46,31.73,3,0.27,2.81,33.91,38.7,1380.99,10.57,12.67,0,1002,2,3,239.37,0,1,Wheat
80,71,26,8.09,20.01,1,1.06,1.2,39.79,39.1,2204.14,4.25,17.52,3,1697,0,1,116.04,1,2,Rice
156,88,30,8.04,46.68,2,0.43,0.68,16.83,35.55,1454.28,7.51,6.96,4,635,2,3,72.44,1,0,Wheat
119,38,25,6.22,36.33,0,1.08,2.28,17.43,31.66,2850.33,4.59,3.65,4,1701,2,1,111.5,2,2,Wheat
135,16,27,5.62,35.61,1,1.1,0.56,31.09,79.43,2073.99,7.29,14.31,3,1727,2,0,186.47,0,2,Rice
110,14,62,5.62,34.23,2,0.79,1.54,25.98,47.0,833.38,5.81,6.56,1,2241,0,2,86.26,0,2,Tomato
44,76,53,7.12,33.3,2,1.45,2.59,14.11,64.61,494.45,4.75,5.9,4,403,2,2,254.26,1,0,Wheat
67,11,21,5.49,10.99,3,1.31,2.22,10.57,75.42,1172.4,8.67,16.76,1,828,0,1,114.72,0,0,Rice
147,16,77,4.89,41.98,0,1.17,0.59,19.78,36.86,843.89,5.84,14.79,4,935,2,3,241.69,0,1,Maize
76,68,73,7.7,49.27,1,0.96,1.7,15.51,65.29,1835.09,6.61,19.48,0,1210,1,0,330.14,1,1,Wheat
89,35,91,6.36,21.81,0,0.72,2.91,20.75,56.07,1537.49,6.38,10.9,4,690,0,3,65.01,2,0,Rice
92,56,18,7.32,34.31,3,1.15,2.27,24.33,44.04,2979.62,6.32,16.81,2,157,0,0,304.22,1,0,Rice
150,10,103,8.48,18.07,2,0.48,2.16,35.81,33.46,1951.62,5.6,15.48,1,2370,1,3,333.97,1,2,Rice
26,79,11,5.0,24.72,3,1.36,2.77,16.36,43.18,1871.05,6.78,19.03,1,744,1,1,182.01,0,0,Potato
61,65,101,7.4,13.73,1,0.28,1.01,26.04,53.27,1844.85,4.29,9.6,4,1740,0,2,68.3,1,2,Rice
123,72,98,5.59,59.94,1,0.73,2.98,14.05,36.56,2528.71,7.88,7.14,1,2108,0,2,250.32,0,2,Sugarcane
97,56,45,6.3,41.85,0,1.11,2.04,37.43,42.69,1620.4,5.66,8.58,4,419,1,1,146.44,2,0,Rice
45,34,20,8.19,30.81,0,0.45,0.24,25.26,67.8,903.27,8.1,12.45,0,225,0,2,196.4,1,0,Pulses
135,46,47,6.8,39.34,1,1.12,0.69,27.67,81.5,242.43,8.02,18.84,3,846,0,0,340.17,2,1,Millet
54,68,99,4.98,32.71,0,1.05,0.13,11.72,79.79,291.3,10.3,6.3,1,2029,1,0,345.71,0,2,Barley
59,18,25,8.34,37.93,2,1.18,2.28,18.43,55.55,2165.49,4.18,18.17,1,2475,1,1,347.78,1,2,Wheat
29,74,43,6.37,54.19,2,0.29,0.21,19.35,31.5,1104.34,5.74,15.8,3,1427,2,0,96.58,2,1,Wheat
36,54,81,4.8,14.44,2,0.28,1.42,35.91,56.64,2209.96,4.37,5.23,3,1690,2,2,308.2,0,2,Rice
95,89,106,6.17,37.64,2,0.87,0.6,16.64,58.16,1696.91,10.75,15.1,0,989,0,3,272.83,2,1,Wheat
154,68,34,7.52,25.96,2,1.09,2.86,30.18,44.84,2371.71,5.2,19.42,2,2274,2,0,217.87,1,2,Rice
80,63,16,7.85,12.74,1,1.29,0.69,14.91,80.86,1966.52,4.05,16.39,4,2243,0,0,135.41,1,2,Wheat
38,21,30,8.17,18.17,2,1.5,2.34,11.72,40.73,2464.96,7.73,11.01,1,507,2,2,127.4,1,0,Wheat
155,78,93,7.17,56.12,0,0.87,2.62,37.39,89.61,437.53,7.25,3.57,2,1144,0,1,178.6,1,1,Millet
95,50,80,7.5,41.54,1,0.32,2.26,34.14,61.88,2165.0,11.93,8.66,0,335,0,0,341.14,1,0,Rice
71,21,87,7.21,21.0,2,1.31,2.61,32.53,66.12,1801.2,6.08,13.46,0,938,1,1,231.54,1,1,Rice
122,24,51,7.34,54.06,1,1.2,1.78,26.64,59.29,2230.9,9.42,12.52,2,1922,2,0,232.58,1,2,Rice
139,43,16,5.63,30.68,0,0.86,1.8,13.06,88.18,504.22,5.33,9.7,3,1131,1,1,330.47,0,1,Wheat
152,45,118,7.03,19.45,2,1.32,0.15,20.17,37.23,1299.16,5.13,9.74,2,487,2,2,165.09,1,0,Sugarcane
94,72,86,7.6,48.87,1,0.37,1.71,13.51,52.61,2688.15,11.35,19.11,1,693,2,2,161.67,1,0,Wheat
57,55,76,6.17,56.56,2,1.23,2.45,28.81,45.16,2064.66,6.72,18.02,2,1878,0,1,208.83,2,2,Rice
122,37,48,7.81,30.72,3,1.25,1.22,25.58,63.83,1420.71,4.59,16.94,1,1875,1,1,158.06,1,2,Sugarcane
115,43,20,5.95,30.54,2,0.8,1.54,23.61,82.61,1605.68,11.69,9.15,3,601,0,3,63.96,0,0,Rice
28,66,32,5.69,30.39,3,1.14,1.16,21.13,42.07,1702.1,9.05,18.89,2,405,2,1,179.13,0,0,Rice
83,29,32,8.26,32.52,1,1.18,2.1,39.7,31.92,1416.7,10.73,6.01,1,1957,0,1,292.81,1,2,Maize
101,27,94,5.74,41.86,2,0.81,0.3,26.54,63.06,574.67,6.48,9.39,3,2407,1,0,121.99,0,2,Millet
77,15,78,8.29,25.38,3,1.12,0.61,28.85,33.39,2316.97,5.97,16.82,4,1359,0,3,328.06,1,1,Rice
46,67,78,6.22,43.23,2,0.71,0.33,37.88,80.74,2953.27,10.33,12.66,2,1144,0,3,329.12,2,1,Rice
65,31,25,6.32,18.3,0,0.35,0.23,16.65,63.45,2471.9,9.53,18.32,2,2143,1,0,332.6,2,2,Wheat
114,14,33,6.49,46.9,0,0.38,1.99,12.13,76.54,1414.81,11.96,1.49,2,327,1,1,218.31,2,0,Wheat
69,37,20,4.68,15.27,0,0.62,0.13,15.06,80.47,2368.89,4.68,14.25,2,1351,1,1,182.42,0,1,Potato
117,42,119,6.06,55.81,0,0.83,2.23,39.76,69.56,1421.02,10.79,5.04,0,688,0,0,232.7,2,0,Sugarcane
45,69,32,5.05,24.06,3,1.07,1.63,11.69,34.2,2743.12,9.12,18.67,1,750,2,2,191.55,0,0,Rice
91,77,72,5.32,30.91,0,1.27,2.85,38.05,77.32,2510.38,4.19,5.4,3,1268,2,3,302.38,0,1,Rice
56,87,47,6.8,45.6,1,0.27,2.05,27.18,55.52,2400.88,4.32,7.16,3,675,0,2,294.85,2,0,Rice
34,25,65,8.3,35.2,1,1.38,2.97,37.38,55.43,2722.59,6.22,13.34,0,668,1,1,108.1,1,0,Rice
132,27,64,5.6,32.34,2,0.34,1.8,21.15,88.2,1570.17,4.88,9.9,1,1986,2,2,224.31,0,2,Rice
31,45,94,5.65,28.19,2,0.7,2.27,34.15,35.0,1753.77,4.3,4.33,4,1820,2,2,121.23,0,2,Rice
146,40,94,7.46,48.28,3,1.43,1.93,37.13,38.46,2625.28,10.08,9.25,2,2428,2,3,71.51,1,2,Rice
139,67,19,8.26,35.97,0,0.55,1.02,36.59,64.06,1758.53,10.32,12.92,2,620,1,2,337.49,1,0,Rice
88,82,119,4.6,43.81,1,0.72,1.65,34.65,35.12,1246.43,5.43,13.92,0,1197,0,2,202.96,0,1,Cotton
30,74,91,7.3,40.96,1,1.48,2.84,15.4,65.69,1720.96,6.22,8.5,4,696,0,1,58.77,1,0,Wheat
41,70,45,7.31,40.38,2,0.75,2.91,33.5,72.39,865.26,8.36,16.93,2,1803,1,3,331.55,1,2,Potato
149,34,91,4.72,44.15,3,0.72,2.71,17.42,55.86,688.28,11.77,5.05,0,1848,2,1,150.96,0,2,Maize
126,15,74,6.14,55.89,1,0.54,1.14,15.86,87.23,1187.79,5.55,13.82,2,1951,2,1,335.9,2,2,Wheat
60,78,91,5.66,42.21,3,0.31,1.15,21.63,64.71,2915.56,5.98,3.82,0,2484,2,2,70.49,0,2,Rice
80,70,13,7.94,37.08,3,0.77,0.25,20.93,32.08,2381.99,9.31,6.4,4,687,2,2,224.28,1,0,Rice
123,24,75,5.9,39.67,2,1.25,2.74,17.42,60.98,2909.73,9.18,10.34,3,468,0,2,53.38,0,0,Sugarcane
118,15,51,7.98,18.88,1,1.34,2.15,26.64,84.86,1412.79,8.72,7.77,0,941,0,2,341.17,1,1,Sugarcane
78,45,100,4.52,31.14,2,1.05,1.04,12.01,88.02,2344.41,11.02,2.17,0,1750,1,0,197.74,0,2,Barley
44,38,86,8.32,54.24,0,0.47,0.76,12.0,47.69,2973.13,6.86,13.9,0,953,2,1,284.84,1,1,Wheat
77,29,110,4.87,10.77,1,0.34,0.38,19.25,39.94,2796.89,6.78,14.61,3,2114,0,2,182.97,0,2,Tomato
158,56,62,7.16,30.42,0,0.63,0.24,33.41,78.7,1842.36,6.59,11.54,3,897,2,1,297.54,1,1,Rice
118,64,20,4.78,28.8,1,1.28,2.47,18.35,89.2,2648.49,6.55,10.45,2,1207,1,2,61.37,0,1,Sugarcane
148,18,83,5.14,49.27,2,0.81,2.88,20.04,67.34,1979.83,4.98,10.56,4,133,2,0,154.78,0,0,Rice
84,41,114,7.77,48.92,2,1.38,1.76,26.16,75.99,1091.49,10.31,17.93,3,1562,1,3,296.63,1,1,Potato
103,42,57,4.68,37.46,2,1.3,1.38,22.26,60.65,1637.81,4.27,16.89,2,2218,2,1,188.86,0,2,Rice
104,63,13,5.45,14.55,3,1.2,0.69,15.38,56.95,757.56,4.75,6.87,0,1233,1,3,267.85,0,1,Barley
111,10,107,6.85,40.92,0,0.61,1.19,28.83,30.58,1135.43,11.12,13.95,3,2493,2,1,183.42,2,2,Sugarcane
123,80,105,8.4,54.74,3,1.25,1.86,25.6,72.24,2746.11,11.18,13.54,1,2237,1,3,248.03,1,2,Rice
73,45,107,5.04,35.66,3,0.59,1.83,15.37,52.21,2503.69,4.79,17.0,4,967,0,1,86.48,0,1,Maize
89,36,63,4.59,57.77,3,1.23,0.52,35.32,46.38,2127.24,7.83,10.85,2,2229,1,1,271.35,0,2,Rice
33,47,50,7.23,15.57,2,0.42,0.72,29.64,34.23,342.71,6.49,16.87,0,1898,0,1,347.2,1,2,Millet
118,54,23,5.35,52.8,2,0.66,1.1,24.93,88.65,2565.33,7.63,4.55,1,334,2,1,179.0,0,0,Rice
33,61,49,7.06,15.43,2,1.02,0.89,26.96,69.05,1661.52,4.33,10.81,4,1498,0,2,129.5,1,1,Rice
127,67,53,7.76,19.73,1,1.48,0.43,32.49,45.45,846.27,6.79,16.53,0,1963,0,3,193.6,1,2,Tomato
112,88,75,4.83,40.09,2,0.74,2.67,17.56,48.29,924.54,4.76,6.39,2,1825,1,0,258.18,0,2,Wheat
69,82,17,5.2,10.07,2,0.53,0.22,27.96,44.83,2550.81,9.86,9.35,2,982,0,2,215.35,0,1,Rice
59,32,98,7.26,12.16,3,0.4,1.05,37.6,42.43,1641.47,6.72,15.75,3,835,0,0,131.72,1,1,Rice
